,Media Source,Tweet,Date & Time (UTC),Compound Score,Positive Score,Negative Score,Neutral Score,Tweets Ago
267,@CNN,"The US embassy has taken the unusual step of issuing a warning to American citizens in the UK to ""keep a low profil… https://t.co/BaW8DX5Ib7",Wed Jul 11 18:40:08 +0000 2018,-0.5423,0,0.184,0.816,68
268,@CNN,"The Cheesemonger Invitational began as an industry event for producers, importers and sellers of cheese. Its founde… https://t.co/2BQp8dAf8i",Wed Jul 11 18:32:38 +0000 2018,0,0,0,1,69
269,@CNN,A sheriff's deputy who found a baby partially buried but alive in the mountains of Montana over the weekend says he… https://t.co/m0iYWwntFW,Wed Jul 11 18:30:16 +0000 2018,0.5267,0.152,0,0.848,70
270,@CNN,An Australian doctor who played a key role in rescuing 12 young Thai soccer players and their coach learned afterwa… https://t.co/iS9uTWmoz7,Wed Jul 11 18:20:03 +0000 2018,0.34,0.112,0,0.888,71
271,@CNN,"A week after a 91-year-old Mexican man says he was beaten with a concrete block in Southern California, a woman has… https://t.co/mOsAaoeD29",Wed Jul 11 18:10:06 +0000 2018,-0.6908,0,0.263,0.737,72
272,@CNN,"Drake's ""Scorpion"" album set a record by posting seven simultaneous singles on Billboards Top 10. That toppled The… https://t.co/HTfJnSZ4TS",Wed Jul 11 18:00:01 +0000 2018,0.2023,0.096,0,0.904,73
273,@CNN,The hypocrisy at the heart of Trump's rancher pardon | By Peniel Joseph via @CNNOpinion https://t.co/PkzAbNYW0I https://t.co/6VGzlngzjN,Wed Jul 11 17:53:17 +0000 2018,0.3182,0.133,0,0.867,74
274,@CNN,RT @AC360: Only 5 days until the premiere of Anderson Cooper Full Circle on Facebook Watch. Which story would you want to see covered on th…,Wed Jul 11 17:43:19 +0000 2018,0.0772,0.051,0,0.949,75
275,@CNN,"""You might as well have your eyes closed for the whole trip"": Australian divers describe rescuing the boys trapped… https://t.co/sY5qUPk7ML",Wed Jul 11 17:41:27 +0000 2018,0.2732,0.1,0,0.9,76
276,@CNN,The hypocrisy at the heart of Trump's rancher pardon | By Peniel Joseph via @CNNOpinion https://t.co/xntNluCx2k https://t.co/hhOdsW3Gnd,Wed Jul 11 17:34:58 +0000 2018,0.3182,0.133,0,0.867,77
277,@CNN,"Chicago has been Sears' headquarters for a century. Now, the struggling retailer is closing its last location there… https://t.co/75Yx69xSnS",Wed Jul 11 17:32:00 +0000 2018,-0.4215,0,0.141,0.859,78
278,@CNN,A New Jersey man who went into a river fishing for crabs returned with something else entirely: a deadly bacterial… https://t.co/tenemz1O4s,Wed Jul 11 17:24:03 +0000 2018,0,0,0,1,79
279,@CNN,The Trump administration is once again slashing funding for a program that helps Americans sign up for Obamacare… https://t.co/X01PuxWGww,Wed Jul 11 17:14:13 +0000 2018,0.128,0.126,0.101,0.773,80
280,@CNN,"Meet Care-E, the automated airport assistant that scans a boarding pass, carries luggage and guides passengers to t… https://t.co/gRBrB13c8k",Wed Jul 11 17:10:39 +0000 2018,0,0,0,1,81
281,@CNN,Roger Federer blew a match point and two-set lead against Kevin Anderson to crash out of Wimbledon in the quarterfi… https://t.co/BfKTexZ8Jr,Wed Jul 11 17:00:02 +0000 2018,-0.4019,0,0.124,0.876,82
282,@CNN,"Former President Barack Obama appears in a new video to promote the National Democratic Redistricting Committee, an… https://t.co/BtqYW5At9R",Wed Jul 11 16:50:11 +0000 2018,0.3818,0.14,0,0.86,83
283,@CNN,"Investing expert Mohamed El-Erian joins @RichardQuest on @CNNMoney's ""Markets Now"" today at 12:45 p.m. ET. Tune in… https://t.co/jWG4ufXsr0",Wed Jul 11 16:42:02 +0000 2018,0,0,0,1,84
284,@CNN,"No, Facebook, Tyler Perry isn't buying you a car https://t.co/aXGIHzGD80 https://t.co/tRC5dgyLfH",Wed Jul 11 16:33:06 +0000 2018,-0.296,0,0.196,0.804,85
285,@CNN,"Every year, an estimated 1.3 billion tons of food produced for human consumption is lost or wasted. Can kitchen tec… https://t.co/dw1guTB1Zc",Wed Jul 11 16:31:05 +0000 2018,-0.6705,0,0.224,0.776,86
286,@CNN,"Microsoft is taking a stab at the cheap tablet market with the Surface Go, a 10-inch iPad competitor… https://t.co/zxnNgxf8KP",Wed Jul 11 16:20:00 +0000 2018,-0.5859,0,0.192,0.808,87
287,@CNN,"For the first time, compulsive sexual behavior -- commonly called sex addiction -- is classified as a mental health… https://t.co/sBilefuhSL",Wed Jul 11 16:19:21 +0000 2018,0,0,0,1,88
288,@CNN,A French bulldog named Darcy was given an oxygen mask on a JetBlue flight after showing signs of distress. Darcy's… https://t.co/t8WhNEMAlA,Wed Jul 11 16:08:56 +0000 2018,-0.5267,0,0.159,0.841,89
289,@CNN,"President Trump says he plans to give a copy of the Elton John hit song ""Rocket Man"" to North Korean leader Kim Jon… https://t.co/VnGeDmCOyx",Wed Jul 11 16:00:02 +0000 2018,0,0,0,1,90
290,@CNN,"Peanuts have long been the snack du jour for Southwest Airlines, but the airline will stop serving them as of Augus… https://t.co/4ztLT4diKA",Wed Jul 11 15:55:10 +0000 2018,-0.4215,0,0.118,0.882,91
291,@CNN,A Russian internet company with links to the Kremlin was among the firms to which Facebook gave an extension which… https://t.co/6qmAIljBQx,Wed Jul 11 15:51:10 +0000 2018,0,0,0,1,92
292,@CNN,Why Puglia is a perfect Italy beach destination https://t.co/0NKLm51AdD via @CNNTravel https://t.co/H1KZnnrJGZ,Wed Jul 11 15:44:23 +0000 2018,0.5719,0.27,0,0.73,93
293,@CNN,German Chancellor Angela Merkel responds to Trump: 'I have witnessed' Germany under Soviet control https://t.co/Mv68pQGfIN,Wed Jul 11 15:40:00 +0000 2018,0,0,0,1,94
294,@CNN,Parents across the UK are complaining that their babies are ill after using some Aptamil baby milk formulas… https://t.co/GxMvlVaxV5,Wed Jul 11 15:33:13 +0000 2018,-0.5574,0,0.213,0.787,95
295,@CNN,"President Trump came out brawling in his first public comments ahead of NATO's annual summit, accusing Germany — a… https://t.co/CJWVFXCQYq",Wed Jul 11 15:31:47 +0000 2018,-0.1779,0,0.086,0.914,96
296,@CNN,"HHS Secretary Alex Azar said his department was performing ""one of the great acts of American generosity and charit… https://t.co/r8jE7Ie520",Wed Jul 11 15:22:01 +0000 2018,0.8126,0.291,0,0.709,97
297,@CNN,3 graphs that explain President Trump's dilemma on the border https://t.co/GToTWeXFDX https://t.co/PSVk4VLvPS,Wed Jul 11 15:10:06 +0000 2018,-0.1779,0,0.145,0.855,98
298,@CNN,New video shows just how dangerous the Thai cave rescue was https://t.co/qsYHAn0wVv https://t.co/qhanywoTSQ,Wed Jul 11 15:03:48 +0000 2018,0.0516,0.19,0.178,0.632,99
299,@CNN,Trump tweeted out a video about winning the 2016 election. Here's where it came from. https://t.co/lBY8pA9ROm https://t.co/47F1QGyNdJ,Wed Jul 11 15:02:03 +0000 2018,0.5267,0.185,0,0.815,100
300,@FoxNews,RT @FoxBusiness: Congress eyes truck driver shortage solution  https://t.co/2wAgWonmY1,Wed Jul 11 21:56:27 +0000 2018,0.0772,0.204,0.177,0.619,1
301,@FoxNews,"RT @marthamaccallum: Coming up TONIGHT, my exclusive interview with @USAmbUK ! 7pm ET don’t miss it! 🇬🇧🇺🇸 #UK #FoxNews #TheStory https://t.…",Wed Jul 11 21:55:28 +0000 2018,-0.1739,0.069,0.101,0.83,2
302,@FoxNews,".@KennedyNation: ""I think a lot of these [NATO] countries will be relieved when Donald Trump is no longer in office… https://t.co/F2sac3njcu",Wed Jul 11 21:51:08 +0000 2018,0.1027,0.114,0.096,0.789,3
303,@FoxNews,Pennsylvania mom becomes community hero by feeding hungry children. #ProudAmerican https://t.co/o6bnHQgBHC,Wed Jul 11 21:46:06 +0000 2018,0.5574,0.265,0,0.735,4
304,@FoxNews,Michigan police dog to receive donated bullet and stab preventative vest in honor of fallen officer. https://t.co/HFYQnQKuHX,Wed Jul 11 21:32:58 +0000 2018,-0.4767,0.136,0.268,0.596,5
305,@FoxNews,"California woman arrested after leaving 2 babies in hot car while shopping at Walmart, police say. https://t.co/hiCnI0DpPr",Wed Jul 11 21:28:19 +0000 2018,-0.4767,0,0.171,0.829,6
306,@FoxNews,"Paul Manafort getting 'VIP' treatment in prison with private cell, bathroom, phone, laptop, special counsel says. (… https://t.co/uwf6QPtVhU",Wed Jul 11 21:20:22 +0000 2018,-0.1531,0.123,0.15,0.727,7
307,@FoxNews,".@newtgingrich: #Trump Spoke 'Truth' About NATO Defense Spending, Some Members at 'Pathetic' Levels. https://t.co/s7ppXoT2mR",Wed Jul 11 21:15:35 +0000 2018,0.128,0.103,0,0.897,8
308,@FoxNews,Papa John's ex-CEO apologizes for using racial slur in May conference call. https://t.co/WoOe8zykmZ,Wed Jul 11 21:11:43 +0000 2018,0.3612,0.172,0,0.828,9
309,@FoxNews,"On track for a full recovery after being critically injured in a head-on collision last month, South Carolina GOP c… https://t.co/oL7gXFWEq3",Wed Jul 11 21:05:00 +0000 2018,-0.6369,0,0.234,0.766,10
310,@FoxNews,Pennsylvania mom becomes community hero by feeding hungry children #ProudAmerican https://t.co/TbA71AhL0q,Wed Jul 11 20:54:52 +0000 2018,0.5574,0.265,0,0.735,11
311,@FoxNews,"Look what she made them do: Rumored Taylor Swift visit leads Capitol Hill interns, media on frantic search https://t.co/5r4zQgKckQ",Wed Jul 11 20:49:05 +0000 2018,-0.2732,0.083,0.134,0.783,12
312,@FoxNews,"Parkland massacre suspect Nikolas Cruz spoke of shooting school after being expelled, woman claims https://t.co/YQ8diUJ9bq",Wed Jul 11 20:43:19 +0000 2018,-0.4939,0,0.244,0.756,13
313,@FoxNews,BREAKING: Croatia defeats England to advance to #WorldCup final against France. https://t.co/7uhkhGM3B6,Wed Jul 11 20:41:47 +0000 2018,-0.3182,0,0.173,0.827,14
314,@FoxNews,".@PatToomey on tariffs: ""Protectionism leads to higher costs, fewer options for consumers and fewer jobs for Americ… https://t.co/Y1y4GuYuH0",Wed Jul 11 20:38:47 +0000 2018,0,0,0,1,15
315,@FoxNews,".@KarlRove on 2018 midterms: ""The race for the House is a coin flip that's gonna depend upon the quality of local c… https://t.co/3DgM7Ycsbs",Wed Jul 11 20:35:07 +0000 2018,0,0,0,1,16
316,@FoxNews,".@KarlRove: ""Midterm elections are rarely waves benefiting the party in power."" @TeamCavuto https://t.co/17sysvP3bD",Wed Jul 11 20:31:29 +0000 2018,0.4019,0.184,0,0.816,17
317,@FoxNews,".@KarlRove: ""Supreme Court battles tend to energize each party's base. The difficulty for the Democrats is they wer… https://t.co/VXp01NST91",Wed Jul 11 20:29:11 +0000 2018,0.4019,0.251,0.187,0.562,18
318,@FoxNews,"RT @FoxBusiness: AT THE CLOSE: The Dow Jones Industrial Average, S&amp;P 500, and Nasdaq snap a 4-day winning streak on renewed trade tension.…",Wed Jul 11 20:23:25 +0000 2018,0.5267,0.139,0,0.861,19
319,@FoxNews,"Lisa Page does not appear for Capitol Hill interview despite subpoena, attorney says; Catherine Herridge reports.… https://t.co/wUzesuMTgf",Wed Jul 11 20:23:05 +0000 2018,0,0,0,1,20
320,@FoxNews,RT @FoxBusiness: Congress eyes truck driver shortage solution  https://t.co/2wAgWonmY1,Wed Jul 11 21:56:27 +0000 2018,0.0772,0.204,0.177,0.619,21
321,@FoxNews,"RT @marthamaccallum: Coming up TONIGHT, my exclusive interview with @USAmbUK ! 7pm ET don’t miss it! 🇬🇧🇺🇸 #UK #FoxNews #TheStory https://t.…",Wed Jul 11 21:55:28 +0000 2018,-0.1739,0.069,0.101,0.83,22
322,@FoxNews,".@KennedyNation: ""I think a lot of these [NATO] countries will be relieved when Donald Trump is no longer in office… https://t.co/F2sac3njcu",Wed Jul 11 21:51:08 +0000 2018,0.1027,0.114,0.096,0.789,23
323,@FoxNews,Pennsylvania mom becomes community hero by feeding hungry children. #ProudAmerican https://t.co/o6bnHQgBHC,Wed Jul 11 21:46:06 +0000 2018,0.5574,0.265,0,0.735,24
324,@FoxNews,Michigan police dog to receive donated bullet and stab preventative vest in honor of fallen officer. https://t.co/HFYQnQKuHX,Wed Jul 11 21:32:58 +0000 2018,-0.4767,0.136,0.268,0.596,25
325,@FoxNews,"California woman arrested after leaving 2 babies in hot car while shopping at Walmart, police say. https://t.co/hiCnI0DpPr",Wed Jul 11 21:28:19 +0000 2018,-0.4767,0,0.171,0.829,26
326,@FoxNews,"Paul Manafort getting 'VIP' treatment in prison with private cell, bathroom, phone, laptop, special counsel says. (… https://t.co/uwf6QPtVhU",Wed Jul 11 21:20:22 +0000 2018,-0.1531,0.123,0.15,0.727,27
327,@FoxNews,".@newtgingrich: #Trump Spoke 'Truth' About NATO Defense Spending, Some Members at 'Pathetic' Levels. https://t.co/s7ppXoT2mR",Wed Jul 11 21:15:35 +0000 2018,0.128,0.103,0,0.897,28
328,@FoxNews,Papa John's ex-CEO apologizes for using racial slur in May conference call. https://t.co/WoOe8zykmZ,Wed Jul 11 21:11:43 +0000 2018,0.3612,0.172,0,0.828,29
329,@FoxNews,"On track for a full recovery after being critically injured in a head-on collision last month, South Carolina GOP c… https://t.co/oL7gXFWEq3",Wed Jul 11 21:05:00 +0000 2018,-0.6369,0,0.234,0.766,30
330,@FoxNews,Pennsylvania mom becomes community hero by feeding hungry children #ProudAmerican https://t.co/TbA71AhL0q,Wed Jul 11 20:54:52 +0000 2018,0.5574,0.265,0,0.735,31
331,@FoxNews,"Look what she made them do: Rumored Taylor Swift visit leads Capitol Hill interns, media on frantic search https://t.co/5r4zQgKckQ",Wed Jul 11 20:49:05 +0000 2018,-0.2732,0.083,0.134,0.783,32
332,@FoxNews,"Parkland massacre suspect Nikolas Cruz spoke of shooting school after being expelled, woman claims https://t.co/YQ8diUJ9bq",Wed Jul 11 20:43:19 +0000 2018,-0.4939,0,0.244,0.756,33
333,@FoxNews,BREAKING: Croatia defeats England to advance to #WorldCup final against France. https://t.co/7uhkhGM3B6,Wed Jul 11 20:41:47 +0000 2018,-0.3182,0,0.173,0.827,34
334,@FoxNews,".@PatToomey on tariffs: ""Protectionism leads to higher costs, fewer options for consumers and fewer jobs for Americ… https://t.co/Y1y4GuYuH0",Wed Jul 11 20:38:47 +0000 2018,0,0,0,1,35
335,@FoxNews,".@KarlRove on 2018 midterms: ""The race for the House is a coin flip that's gonna depend upon the quality of local c… https://t.co/3DgM7Ycsbs",Wed Jul 11 20:35:07 +0000 2018,0,0,0,1,36
336,@FoxNews,".@KarlRove: ""Midterm elections are rarely waves benefiting the party in power."" @TeamCavuto https://t.co/17sysvP3bD",Wed Jul 11 20:31:29 +0000 2018,0.4019,0.184,0,0.816,37
337,@FoxNews,".@KarlRove: ""Supreme Court battles tend to energize each party's base. The difficulty for the Democrats is they wer… https://t.co/VXp01NST91",Wed Jul 11 20:29:11 +0000 2018,0.4019,0.251,0.187,0.562,38
338,@FoxNews,"RT @FoxBusiness: AT THE CLOSE: The Dow Jones Industrial Average, S&amp;P 500, and Nasdaq snap a 4-day winning streak on renewed trade tension.…",Wed Jul 11 20:23:25 +0000 2018,0.5267,0.139,0,0.861,39
339,@FoxNews,"Lisa Page does not appear for Capitol Hill interview despite subpoena, attorney says; Catherine Herridge reports.… https://t.co/wUzesuMTgf",Wed Jul 11 20:23:05 +0000 2018,0,0,0,1,40
340,@FoxNews,".@PeteHegseth: ""[President @realDonaldTrump] is trying to make the NATO Alliance great again."" @TeamCavuto… https://t.co/a7K1aUG2hD",Wed Jul 11 20:15:18 +0000 2018,0.6249,0.24,0,0.76,41
341,@FoxNews,".@johnrobertsFox: ""NATO does appear at least after day one of the summit, to be on a strong footing and perhaps an… https://t.co/uHZsPnxqyn",Wed Jul 11 20:11:37 +0000 2018,0.5106,0.142,0,0.858,42
342,@FoxNews,"RT @FoxBusiness: EXCLUSIVE: Justice Dept. decided to appeal AT&amp;T case, but getting resistance from Solicitor General  https://t.co/NhhkR8tt…",Wed Jul 11 19:59:25 +0000 2018,0.4246,0.203,0,0.797,43
343,@FoxNews,"Border Patrol agents attacked with rocks while rescuing pregnant woman, officials say. https://t.co/uEKxr8Hi9u",Wed Jul 11 19:58:23 +0000 2018,-0.4588,0,0.2,0.8,44
344,@FoxNews,Liberals attack Brett Kavanaugh for 'frat boy' name. (via @AlexPappas) https://t.co/URFfEr40uj,Wed Jul 11 19:49:00 +0000 2018,-0.4767,0,0.237,0.763,45
345,@FoxNews,"OPINION: Schumer, Booker, others are lying about Kavanaugh to keep him off the Court. https://t.co/84NK4WCt8A",Wed Jul 11 19:41:00 +0000 2018,-0.5267,0,0.195,0.805,46
346,@FoxNews,NATO pledges to boost defense spending after stern words from @POTUS. https://t.co/bx9BydlIWM,Wed Jul 11 19:35:00 +0000 2018,0.4939,0.296,0,0.704,47
347,@FoxNews,TONIGHT: @TheStoryFNC with @marthamaccallum is LIVE in London ahead of @POTUS’ meeting with British Prime Minister… https://t.co/GQpGIFK6sG,Wed Jul 11 19:30:00 +0000 2018,0,0,0,1,48
348,@FoxNews,"Haiti riots caused American missionaries to fear for their lives.
https://t.co/DEcxwXJrU6",Wed Jul 11 19:23:23 +0000 2018,-0.7579,0,0.419,0.581,49
349,@FoxNews,.@RepGoodlatte: Lisa Page Will Be Held in Contempt of Congress If She Doesn't Comply With Subpoena. https://t.co/Bblfv6XeJJ,Wed Jul 11 19:09:43 +0000 2018,-0.5859,0,0.192,0.808,50
350,@FoxNews,Earliest evidence of our human ancestors outside of Africa found https://t.co/0Q5ErasYy9,Wed Jul 11 19:02:11 +0000 2018,0,0,0,1,51
351,@FoxNews,".@marcorubio: ""NATO's still a good idea. It has to be modernized. It has a new purpose and a new meaning in the 21s… https://t.co/0SGLkQStnX",Wed Jul 11 18:58:59 +0000 2018,0.4404,0.127,0,0.873,52
352,@FoxNews,NYC mayor @BilldeBlasio disputes Border Protection allegations he crossed border illegally https://t.co/kCDOWIp2Dt,Wed Jul 11 18:54:19 +0000 2018,-0.2732,0,0.16,0.84,53
353,@FoxNews,"Justin Walker on Kavanaugh nomination: ""I think open-minded people are gonna find somebody that they're happy to su… https://t.co/McuvqbopiQ",Wed Jul 11 18:46:01 +0000 2018,0.5719,0.171,0,0.829,54
354,@FoxNews,".@brianefallon on Kavanaugh nomination: ""This is a seat that will decide the direction of the court for the next 40… https://t.co/sqODeMnGm1",Wed Jul 11 18:43:29 +0000 2018,0,0,0,1,55
355,@FoxNews,Rescued soccer players are recovering in the hospital after more than two weeks in a cave in Thailand;… https://t.co/kRJwcihTEB,Wed Jul 11 18:37:01 +0000 2018,0.4215,0.141,0,0.859,56
356,@FoxNews,".@mschlapp on Brett Kavanaugh: ""He wants to represent the words of the Constitution and interpret them appropriatel… https://t.co/HVW34HMgok",Wed Jul 11 18:29:29 +0000 2018,0,0,0,1,57
357,@FoxNews,GOP candidate Katie Arrington back to campaign trail after car wreck: 'You just can’t break me' (via @brookefoxnews) https://t.co/9pLCYQvrkc,Wed Jul 11 18:25:16 +0000 2018,-0.4404,0,0.139,0.861,58
358,@FoxNews,"Papa John’s ex-CEO used racial slur on May conference call, report claims https://t.co/Ft0f4HYt3p",Wed Jul 11 18:19:56 +0000 2018,0,0,0,1,59
359,@FoxNews,Former ICE Director: Dems Pushing to Abolish ICE Are Misinforming Americans https://t.co/n7qBCz5oV9,Wed Jul 11 18:00:44 +0000 2018,0,0,0,1,60
360,@FoxNews,.@POTUS takes part in “family photo” with NATO leaders https://t.co/mCnTA2MEpo,Wed Jul 11 17:42:40 +0000 2018,0,0,0,1,61
361,@FoxNews,"Paralyzed hockey player Jack Jablonski wiggles toes for first time in 7 years, shares 'shocking' video https://t.co/zip0IjmTpw",Wed Jul 11 17:41:39 +0000 2018,0.296,0.128,0,0.872,62
362,@FoxNews,Tom Homan: “ICE protects your communities and we’re going to do it without apology.” https://t.co/T3WPfR8LHx,Wed Jul 11 16:54:34 +0000 2018,0.3182,0.141,0,0.859,63
363,@FoxNews,Border Protection says NYC mayor de Blasio crossed border illegally https://t.co/C2BIvoPSiG,Wed Jul 11 16:47:41 +0000 2018,0,0,0,1,64
364,@FoxNews,Tom Homan: “No president has done more for border security and law enforcement than President Trump.” https://t.co/j76kDcm5YP,Wed Jul 11 16:40:27 +0000 2018,0.3947,0.143,0,0.857,65
365,@FoxNews,"North Dakota tornado kills newborn, destroys over 100 structures https://t.co/qRPkn3PDrv",Wed Jul 11 16:25:45 +0000 2018,-0.7964,0,0.47,0.53,66
366,@FoxNews,A mini horse was found on a Japanese rooftop three days after disappearing https://t.co/60IMNchGmC,Wed Jul 11 16:17:46 +0000 2018,0,0,0,1,67
367,@FoxNews,".@marykissel: ""NATO is a very, very important alliance."" @AmericaNewsroom https://t.co/zg15QwnIwb",Wed Jul 11 16:08:34 +0000 2018,0.3338,0.229,0,0.771,68
368,@FoxNews,RT @FoxBusiness: .@sendavidperdue spoke to Fox Business about @POTUS' preparation of an additional $200B in tariffs on Chinese goods. https…,Wed Jul 11 16:05:33 +0000 2018,0,0,0,1,69
369,@FoxNews,RT @FoxBusiness: Chinese agricultural tariffs will be ‘catastrophic’ to farmers: @ChuckGrassley https://t.co/VoCaZVtSw5,Wed Jul 11 16:05:08 +0000 2018,0,0,0,1,70
370,@FoxNews,"Instagram model, 19, bitten by shark while taking photos in Bahamas https://t.co/65nP8ME2Ji",Wed Jul 11 16:02:55 +0000 2018,0,0,0,1,71
371,@FoxNews,"Schumer: 'Trump Should Not Meet With Putin Alone,' Is More Loyal to Russia Than NATO https://t.co/5sAQpJZEvD",Wed Jul 11 15:51:57 +0000 2018,0.5256,0.184,0,0.816,72
372,@FoxNews,Mary Kissel: “I think it’s refreshing to hear a U.S. president actually tell the truth about what’s going on in NAT… https://t.co/Fer5fbAnTv,Wed Jul 11 15:44:55 +0000 2018,0.3182,0.103,0,0.897,73
373,@FoxNews,Photo of the Day: Part of a rainbow was seen as authorities worked to extinguish a junkyard fire in the Kensington… https://t.co/WikzEaMi1w,Wed Jul 11 15:37:13 +0000 2018,-0.34,0,0.112,0.888,74
374,@FoxNews,TONIGHT: @TheStoryFNC with @marthamaccallum is LIVE in London ahead of @POTUS’ meeting with British Prime Minister… https://t.co/MN2xnBkCgN,Wed Jul 11 15:35:07 +0000 2018,0,0,0,1,75
375,@FoxNews,Incredible video shows 4-mile iceberg breaking in Greenland (via @christocarbone) https://t.co/Ga3wPp5MMP,Wed Jul 11 15:28:31 +0000 2018,0,0,0,1,76
376,@FoxNews,"LeSean 'Shady' McCoy's ex-girlfriend alleges star running back was behind brutal home invasion, assault (via… https://t.co/mFIZT6HE6y",Wed Jul 11 15:27:09 +0000 2018,-0.836,0,0.361,0.639,77
377,@FoxNews,"Rep. Mac Thornberry: “When Europe buys energy from Russia, they help fund Russian military aggression.” https://t.co/EBpFBMTUpD",Wed Jul 11 15:22:29 +0000 2018,0.5859,0.255,0,0.745,78
378,@FoxNews,"OPINION: Thai cave rescue: Don't forget man who made ultimate sacrifice so that boys, coach could live https://t.co/aDrjFDLOwW",Wed Jul 11 15:12:19 +0000 2018,0.608,0.237,0,0.763,79
379,@FoxNews,.@IvankaTrump: Paid family leave is an investment in America's families -- It deserves bipartisan support (via… https://t.co/qVkammJLdx,Wed Jul 11 15:03:05 +0000 2018,0.3612,0.143,0.063,0.794,80
380,@FoxNews,.@POTUS meets with French President @EmmanuelMacron https://t.co/6uaNsZYanW,Wed Jul 11 14:55:53 +0000 2018,0,0,0,1,81
381,@FoxNews,"Worlds collide in autonomous 1965 Ford Mustang, but hopefully it won't https://t.co/g1HlZ1MrO4",Wed Jul 11 14:42:47 +0000 2018,0.5267,0.241,0.078,0.68,82
382,@FoxNews,Senate Democrats hold a news conference to address health care.  https://t.co/aQErj4iMGR,Wed Jul 11 14:41:57 +0000 2018,0.4939,0.262,0,0.738,83
383,@FoxNews,Senate Democrats hold a news conference to address Judge Kavanaugh. https://t.co/aQErj4iMGR,Wed Jul 11 14:39:53 +0000 2018,0,0,0,1,84
384,@FoxNews,The Thai hospital where the 12 boys and their soccer coach are recuperating after being rescued from a flooded cave… https://t.co/PJTErL6BoA,Wed Jul 11 14:37:13 +0000 2018,0.4215,0.128,0,0.872,85
385,@FoxNews,.@POTUS: “We have a tremendous relationship with Germany.” https://t.co/s6YRcFvPmw,Wed Jul 11 14:14:55 +0000 2018,0,0,0,1,86
386,@FoxNews,Former UCLA basketball star found dead after recording heartbreaking video https://t.co/YGPAb71OYp,Wed Jul 11 14:10:52 +0000 2018,-0.8074,0,0.448,0.552,87
387,@FoxNews,.@HouseGOP leaders hold a news conference https://t.co/T3vIHFgvHs,Wed Jul 11 14:08:23 +0000 2018,0,0,0,1,88
388,@FoxNews,"Norfolk airport police find girl's lost stuffed dog, take him on an adventure https://t.co/NZJi0OXYmr",Wed Jul 11 14:01:32 +0000 2018,0,0.139,0.139,0.723,89
389,@FoxNews,Trump tangles with NATO leaders in testy start to Brussels summit https://t.co/3c3DEHPn0a,Wed Jul 11 13:54:11 +0000 2018,0,0,0,1,90
390,@FoxNews,PayPal slammed after telling customer that her death 'breached its rules' https://t.co/HELyoc62ep,Wed Jul 11 13:46:09 +0000 2018,-0.5994,0,0.262,0.738,91
391,@FoxNews,Protesters Yell 'Shame' at @IvankaTrump as She Attends Roundtable in NY https://t.co/bWqyyQLL5h,Wed Jul 11 13:23:07 +0000 2018,-0.2263,0,0.147,0.853,92
392,@FoxNews,George Clooney's scary motorbike accident caught on surveillance video https://t.co/mTuBBTNWN1,Wed Jul 11 13:17:15 +0000 2018,-0.743,0,0.441,0.559,93
393,@FoxNews,"Thai cave rescue almost ended in disaster, after main pump reportedly failed https://t.co/sIIfVLgrqL",Wed Jul 11 12:55:08 +0000 2018,-0.5908,0.161,0.349,0.489,94
394,@FoxNews,".@ChuckGrassley: “This president’s following through with something that he said during the campaign, something he… https://t.co/hKO5f7ZDxU",Wed Jul 11 12:22:37 +0000 2018,0,0,0,1,95
395,@FoxNews,WATCH: Waitress Pulls Pistol on Attacker After He Punches Her Co-Worker https://t.co/QqBpHnaNja,Wed Jul 11 12:17:40 +0000 2018,-0.5719,0,0.252,0.748,96
396,@FoxNews,Van's amazing 180-degree highway spin caught on camera https://t.co/O76eIBsoLb,Wed Jul 11 12:10:50 +0000 2018,0.5859,0.322,0,0.678,97
397,@FoxNews,Secretary General of NATO Jens Stoltenberg delivers remarks https://t.co/x98NlBOq0L,Wed Jul 11 12:09:17 +0000 2018,0,0,0,1,98
398,@FoxNews,NATO leaders arrive for welcome ceremony https://t.co/9Y4ERAR9Zo,Wed Jul 11 12:02:49 +0000 2018,0.4588,0.333,0,0.667,99
399,@FoxNews,.@POTUS gathers with world leaders at NATO @foxandfriends https://t.co/muKBNZXv0o,Wed Jul 11 11:57:00 +0000 2018,0,0,0,1,100
400,@nytimes,"Cpl. Joseph Maciel, who was killed by an Afghan soldier on Saturday, was assigned to a unit meant to provide securi… https://t.co/Hz6oJfw4H3",Wed Jul 11 21:47:03 +0000 2018,-0.6705,0,0.184,0.816,1
401,@nytimes,"The power of positive people
https://t.co/3kkZfaewRR",Wed Jul 11 21:32:05 +0000 2018,0.5574,0.419,0,0.581,2
402,@nytimes,First they took her husband’s passport and his laptop. Then they made him confess to being a spy. He is one of at l… https://t.co/jBAVVpPfk5,Wed Jul 11 21:17:03 +0000 2018,0,0,0,1,3
403,@nytimes,RT @bxchen: I used Apple’s Screen Time to limit a teenager’s iPhone use. It worked! https://t.co/WdJpU4EV6K,Wed Jul 11 21:01:03 +0000 2018,0,0,0,1,4
404,@nytimes,"And just like that, Croatia is going to the World Cup final for the first time https://t.co/mRkvKY4YZf https://t.co/JXttVQg6Kw",Wed Jul 11 20:46:15 +0000 2018,0.3612,0.128,0,0.872,5
405,@nytimes,Croatia scored in extra time to beat England and advance to the World Cup final for the first time. It will face Fr… https://t.co/N3qF9fOVph,Wed Jul 11 20:37:29 +0000 2018,0,0,0,1,6
