,Media Source,Tweet,Date & Time (UTC),Compound Score,Positive Score,Negative Score,Neutral Score,Tweets Ago
133,@CBSNews,A man could lose his limbs and even his life after contracting a flesh-eating bacteria in New Jersey waters… https://t.co/aPO3glVXsZ,Wed Jul 11 18:29:35 +0000 2018,-0.4019,0,0.137,0.863,34
134,@CBSNews,"WATCH: Police officer caught on news station's security camera -- but she wasn't fighting crime, she was dancing al… https://t.co/kzX3YdvvHM",Wed Jul 11 18:15:25 +0000 2018,0.7987,0.324,0,0.676,35
135,@CBSNews,"Sarah Palin said she was ""duped"" by Sacha Baron Cohen for his upcoming Showtime series ""Who Is America?"" She wrote… https://t.co/EsSf7f6U3c",Wed Jul 11 17:59:43 +0000 2018,0,0,0,1,36
136,@CBSNews,A mayor in Pennsylvania suggested that people protesting police should be hit with water cannons. Now the city is s… https://t.co/o52psmlwXJ,Wed Jul 11 17:44:45 +0000 2018,-0.4215,0,0.128,0.872,37
137,@CBSNews,"When it comes to household tasks, ""DIY"" may seem like the cheaper alternative to hiring a pro. But the reality can… https://t.co/K7KoGAUTVp",Wed Jul 11 17:41:41 +0000 2018,0.1901,0.08,0,0.92,38
138,@CBSNews,"President Trump, NATO allies take photo at summit in Brussels https://t.co/4QYMUvUbQv https://t.co/vLcouxPIFh",Wed Jul 11 17:40:44 +0000 2018,0,0,0,1,39
139,@CBSNews,"Student debt is finally leveling off—but not for the reason you'd expect 
https://t.co/YDRuhkklWY https://t.co/DeVRsrKtFK",Wed Jul 11 17:31:26 +0000 2018,-0.3612,0,0.161,0.839,40
140,@CBSNews,Convicted killer Scott Raymond Dozier is set to be executed Wednesday night and has even said he wants to die. But… https://t.co/zi4mmZGv23,Wed Jul 11 17:14:43 +0000 2018,-0.8481,0,0.291,0.709,41
141,@CBSNews,"Former UCLA basketball player Billy Knight was found dead after posting a YouTube video saying he lived ""a life of… https://t.co/mQJwV478bz",Wed Jul 11 17:04:19 +0000 2018,-0.6486,0,0.185,0.815,42
142,@CBSNews,The U.S. issued travel warnings earlier this year for parts of Mexico. Police are now investigating the murder of a… https://t.co/yFO8bPef4M,Wed Jul 11 16:44:49 +0000 2018,-0.7845,0,0.266,0.734,43
143,@CBSNews,A second suspect has been arrested for the fatal shooting of rapper XXXTentacion and charged with first-degree murd… https://t.co/P4wMqq1WTI,Wed Jul 11 16:33:38 +0000 2018,-0.8625,0,0.431,0.569,44
144,@CBSNews,SCAM WARNING: Tyler Perry warns fans not to fall for Facebook scams using his name -- and he's not the only mogul t… https://t.co/c5g0MVPFht,Wed Jul 11 16:14:35 +0000 2018,-0.9147,0,0.39,0.61,45
145,@CBSNews,Young siblings diagnosed with same brain cancer within weeks of each other https://t.co/kJVEM0loOA https://t.co/6FPYkT03uY,Wed Jul 11 15:59:33 +0000 2018,-0.6597,0,0.253,0.747,46
146,@CBSNews,"Macy's says cyberthieves hacked the accounts of thousands of customers, compromising full names, credit card number… https://t.co/z80hRiBDEd",Wed Jul 11 15:44:36 +0000 2018,-0.0258,0.128,0.133,0.739,47
147,@CBSNews,Alexandria Ocasio-Cortez wins another primary; this one she didn't run in https://t.co/bhhFu5KcoV https://t.co/6mCc64oSE7,Wed Jul 11 15:29:46 +0000 2018,0.5719,0.236,0,0.764,48
148,@CBSNews,"""Even though the odds seemed impossible, what I've always been taught is to take risk and be bold when the situatio… https://t.co/pR2vG9kyVL",Wed Jul 11 15:15:23 +0000 2018,0.128,0.105,0.085,0.81,49
149,@CBSNews,Shares slide amid escalating U.S.-China trade tensions https://t.co/4dgw4qAt1S https://t.co/C4bYzgKcUP,Wed Jul 11 14:59:51 +0000 2018,-0.128,0.185,0.227,0.588,50
150,@CBSNews,"WATCH: President Trump meets with French President Macron.
""We have a tremendous relationship. We're discussing tra… https://t.co/IfC38uJPVn",Wed Jul 11 14:58:19 +0000 2018,0,0,0,1,51
151,@CBSNews,"Ex-FBI lawyer Lisa Page will not appear Wednesday before Congressional committee, attorney says… https://t.co/M2utFOtNN3",Wed Jul 11 14:44:31 +0000 2018,0,0,0,1,52
152,@CBSNews,"""(I) warmed him up, gave him a couple of kisses and just held him"": Officers recall finding buried baby in Montana… https://t.co/iAfekmHuaC",Wed Jul 11 14:29:39 +0000 2018,0.6597,0.221,0,0.779,53
153,@CBSNews,WATCH: @SpeakerRyan is speaking after a closed House conference https://t.co/QdLLHBhuyQ https://t.co/upCVzEshJd,Wed Jul 11 14:21:52 +0000 2018,0,0,0,1,54
154,@CBSNews,WATCH: President Trump meets with German Chancellor Angela Merkel https://t.co/VVaEXWal3Z https://t.co/VIIfgelkJh,Wed Jul 11 14:14:35 +0000 2018,0,0,0,1,55
155,@CBSNews,Murdoch's 21st Century Fox ups Sky bid to beat rival Comcast https://t.co/wdahmsZKCH https://t.co/UnG6T7xVdo,Wed Jul 11 14:14:34 +0000 2018,0,0,0,1,56
156,@CBSNews,WATCH: First video emerges off Thai soccer team recovering in hospital's isolation ward after rescue… https://t.co/KQING2XfKv,Wed Jul 11 14:00:41 +0000 2018,-0.4019,0,0.153,0.847,57
157,@CBSNews,"Zsa Zsa, the ""World's Ugliest Dog,"" dies less than a month after securing title: https://t.co/p01mhlj46F https://t.co/IsaUDbPu4n",Wed Jul 11 13:49:51 +0000 2018,-0.3612,0.12,0.199,0.681,58
158,@CBSNews,First video emerges of Thai soccer team recovering in hospital's isolation ward https://t.co/FOVoOzkqRy https://t.co/xaW3FhqcFI,Wed Jul 11 13:34:31 +0000 2018,-0.4019,0,0.172,0.828,59
159,@CBSNews,Queen Elizabeth II will welcome President Trump and his wife Melania at Windsor Castle where they will watch a mili… https://t.co/VePgZTBHoF,Wed Jul 11 13:18:09 +0000 2018,0.4588,0.136,0,0.864,60
160,@CBSNews,Sweet! 7-Eleven is giving out free Slurpees for their 91st birthday today. https://t.co/h3g9Lhd5B9 https://t.co/qJnhO1CxCx,Wed Jul 11 12:59:57 +0000 2018,0.8398,0.45,0,0.55,61
161,@CBSNews,"Watch never-before-seen archival footage of Tom Petty and the Heartbreakers' newly released song, ""Keep A Little So… https://t.co/G393kwATz7",Wed Jul 11 12:42:39 +0000 2018,-0.5994,0,0.246,0.754,62
162,@CBSNews,RT @CBSThisMorning: Just revealed on @CBSThisMorning: Watch never-before-seen archival footage of @TomPetty and the Heartbreakers' newly re…,Wed Jul 11 12:41:38 +0000 2018,-0.4767,0,0.162,0.838,63
163,@CBSNews,"Some immigrant toddlers are back in the arms of their parents, but others remained in holding facilities as federal… https://t.co/oriWt1T3mx",Wed Jul 11 12:20:02 +0000 2018,0,0,0,1,64
164,@CBSNews,WATCH: NATO leaders come together for photo ahead of summit in Brussels https://t.co/GzkrQJf5pP https://t.co/nVwLpI2Qy9,Wed Jul 11 12:05:03 +0000 2018,0,0,0,1,65
165,@CBSNews,Border Patrol claims New York City Mayor Bill de Blasio illegally crossed the U.S. border https://t.co/F1UmRLOib2 https://t.co/JzyNm7uIqO,Wed Jul 11 12:00:01 +0000 2018,0,0,0,1,66
166,@CBSNews,"Police warn there is no ""guarantee"" the U.K. is clear of the deadly nerve agent Novichok after an attack on an ex-s… https://t.co/9uSU88coPN",Wed Jul 11 11:44:44 +0000 2018,-0.4767,0.092,0.237,0.671,67
167,@CBSNews,"Brett Kavanaugh needs 51 votes to become the Supreme Court's next associate justice, and his future rests in the ha… https://t.co/2DNHA8MvnK",Wed Jul 11 11:31:00 +0000 2018,0.7906,0.269,0,0.731,68
168,@CBSNews,RT @CBSThisMorning: “There was still cautious optimism only because we still had 4 Thai Navy SEALs that were still back there that we were…,Wed Jul 11 11:25:26 +0000 2018,0.4767,0.135,0.054,0.811,69
169,@CBSNews,"""Germany is totally controlled by Russia"": President Trump took a few jabs at Germany during a combative breakfast… https://t.co/swOziqMiBT",Wed Jul 11 11:15:21 +0000 2018,0,0,0,1,70
170,@CBSNews,Final group was pulled from Thai cave just before water pump malfunction: https://t.co/EUrGCavzlv https://t.co/tIASElBRNV,Wed Jul 11 10:51:53 +0000 2018,0,0,0,1,71
171,@CBSNews,RT @CBSThisMorning: NEW: @CBSNews has learned the final four boys and the coach were rescued just in time from a Thai cave. Hours after the…,Wed Jul 11 10:51:22 +0000 2018,0.4215,0.109,0,0.891,72
172,@CBSNews,RT @CBSThisMorning: Take a look at what's ahead on @CBSThisMorning: https://t.co/JT8hTYljhA,Wed Jul 11 10:46:48 +0000 2018,0,0,0,1,73
173,@CBSNews,A couple and three young children were found fatally shot at their Delaware home in what police describe as a murde… https://t.co/M5SmlH92CN,Wed Jul 11 10:39:46 +0000 2018,-0.6369,0,0.181,0.819,74
174,@CBSNews,"RT @CBSThisMorning: THIS MORNING: 
🔜 @weijia  on high stakes NATO summit
🔜 @IanBremmer joins us in Studio 57 
🔜 @DrLaPook  discusses and ha…",Wed Jul 11 10:32:13 +0000 2018,0,0,0,1,75
175,@CBSNews,"President Trump claimed a pipeline project has made Germany ""totally controlled"" by and ""captive to Russia"" during… https://t.co/eOukUhAgmN",Wed Jul 11 10:20:35 +0000 2018,0,0,0,1,76
176,@CBSNews,Millions breathe a global sigh of relief as boys emerge safely from Thai cave https://t.co/fV5vKTEaeE https://t.co/XnzJYqfDkt,Wed Jul 11 10:03:04 +0000 2018,0.7506,0.381,0,0.619,77
177,@CBSNews,These are the senators to watch during Brett Kavanaugh's confirmation process https://t.co/eqWCCVlq7A https://t.co/F5kt9hulhX,Wed Jul 11 09:56:07 +0000 2018,0,0,0,1,78
178,@CBSNews,Johnny Depp sued for allegedly punching location manager https://t.co/kd5WSiXutm https://t.co/BA4CRaMeTs,Wed Jul 11 09:48:04 +0000 2018,0,0,0,1,79
179,@CBSNews,12th arrest in Bronx teen's machete slaying outside bodega https://t.co/a4W6w7X6j3 https://t.co/yIFHKyuEw4,Wed Jul 11 09:41:37 +0000 2018,-0.34,0,0.194,0.806,80
180,@CBSNews,Trump kicks off NATO summit with jab at Germany https://t.co/oXD8b8Emqb https://t.co/pRidgZVHXV,Wed Jul 11 09:30:17 +0000 2018,0,0,0,1,81
181,@CBSNews,"Neighbor: Boy discovers 5 people, including 3 kids, dead inside Delaware home https://t.co/Iy8LFsa7JU https://t.co/ER6J1xuphZ",Wed Jul 11 09:18:04 +0000 2018,-0.6486,0,0.281,0.719,82
182,@CBSNews,How China could hurt the U.S. if it runs out of imports to tax https://t.co/qmutZpa5mU https://t.co/xiE6utSPo1,Wed Jul 11 09:03:03 +0000 2018,-0.5267,0,0.185,0.815,83
183,@CBSNews,"Alaska plane crash: All 11 people on board survive, officials say https://t.co/IxtIY1ifJt https://t.co/EQYAB7lCPZ",Wed Jul 11 08:48:03 +0000 2018,-0.4019,0,0.184,0.816,84
184,@CBSNews,"Doctor burnout behind many medical errors, study finds https://t.co/zn7RZR3CpQ https://t.co/coi7vToHIE",Wed Jul 11 08:33:03 +0000 2018,-0.34,0,0.211,0.789,85
185,@CBSNews,Photo shows four badass Thai Navy SEALs who stayed with boys in cave https://t.co/3Idjx5SQdq https://t.co/KhfM41xabN,Wed Jul 11 08:18:03 +0000 2018,0.34,0.146,0,0.854,86
186,@CBSNews,California man gored by bull twice while checking out used car https://t.co/oV8I55Ti7R https://t.co/Z4mqSqAkog,Wed Jul 11 08:03:05 +0000 2018,0,0,0,1,87
187,@CBSNews,"Survivor speaks out after multi-car crash kills man, 4 daughters https://t.co/wM33Yhgccb https://t.co/HJ4dTPTJsG",Wed Jul 11 07:48:04 +0000 2018,-0.5719,0.15,0.371,0.479,88
188,@CBSNews,"Natural gas explosions rock Madison, Wisconsin suburb, level buildings https://t.co/JDAEtRHMmK https://t.co/3eF4Q8sS2k",Wed Jul 11 07:40:07 +0000 2018,0.3612,0.2,0,0.8,89
189,@CBSNews,"Michael Flynn's lawyers say he hasn't joined lobbying firm, hours after firm's announcement https://t.co/lu4x0AglUp https://t.co/VfRfPGP5rJ",Wed Jul 11 07:33:03 +0000 2018,0.0572,0.08,0,0.92,90
190,@CBSNews,Man caught on video harassing woman for wearing Puerto Rico T-shirt at park https://t.co/ELiomF4VUe https://t.co/A1YCmh0IyM,Wed Jul 11 07:18:05 +0000 2018,-0.5423,0,0.2,0.8,91
191,@CBSNews,Mike Flynn joining lobbying firm after pleading guilty in Russia probe https://t.co/5MsAmNZCrf https://t.co/mToKEdvMfO,Wed Jul 11 07:03:04 +0000 2018,-0.4767,0,0.272,0.728,92
192,@CBSNews,China blasts U.S. upping ante in possible trade war https://t.co/WDQuByq6cQ https://t.co/N7SS6Uljtf,Wed Jul 11 06:54:13 +0000 2018,-0.5994,0,0.281,0.719,93
193,@CBSNews,Supreme Court nominee Brett Kavanaugh could impact your wallet in at least 3 ways https://t.co/qLmZIfayTn https://t.co/7uoEYbQpTZ,Wed Jul 11 06:48:03 +0000 2018,0.5574,0.205,0,0.795,94
194,@CBSNews,Mom says Texas officer choked boy before pointing gun at kids https://t.co/WZSGFKYwE5 https://t.co/8NepIRmu9b,Wed Jul 11 06:33:03 +0000 2018,-0.6705,0,0.333,0.667,95
195,@CBSNews,Immigrant recruit abruptly discharged from Army without explanation https://t.co/p0hToImsP8 https://t.co/v07AsyIecS,Wed Jul 11 06:18:03 +0000 2018,0,0,0,1,96
196,@CBSNews,Divers race to find Great Lakes shipwrecks threatened by invasive species https://t.co/qGrok4lJ6h https://t.co/RX33mbhXCK,Wed Jul 11 06:03:03 +0000 2018,0.2732,0.227,0.166,0.608,97
197,@CBSNews,"Princess Charlotte sasses photographers: ""You're not coming"" to christening https://t.co/mM7NhqfUx8 https://t.co/Pi20mI5eei",Wed Jul 11 05:48:05 +0000 2018,0,0,0,1,98
198,@CBSNews,Trump pardons Hammond ranchers in case that inspired 2016 Oregon militia occupation https://t.co/QxFQLOrKZg https://t.co/VohJc3fcWj,Wed Jul 11 05:33:03 +0000 2018,0.6597,0.31,0,0.69,99
199,@CBSNews,Workers are quitting their jobs at a rate not seen since dotcom bubble https://t.co/UpkzOop6s3 https://t.co/XTepkToejb,Wed Jul 11 05:18:04 +0000 2018,0,0,0,1,100
200,@CNN,"RT @CNNSitRoom: ""What do you think is going to happen?"" @KFILE breaks down the discovered audio of Darla, Bill Shine's wife. https://t.co/r…",Wed Jul 11 21:57:48 +0000 2018,0,0,0,1,1
201,@CNN,The Dow closed 219 points lower after the White House moved ahead with plans to launch tariffs on another $200 bill… https://t.co/Xwon5FozNv,Wed Jul 11 21:57:04 +0000 2018,-0.296,0,0.095,0.905,2
202,@CNN,Prosecutors says Paul Manafort is being held in a private living unit larger than where other inmates stay that has… https://t.co/1v9POdf6up,Wed Jul 11 21:55:10 +0000 2018,0,0,0,1,3
203,@CNN,A former Tesla employee has filed a formal tip with the Securities and Exchange Commission that alleges Elon Musk's… https://t.co/zSaw4Tm0l0,Wed Jul 11 21:51:03 +0000 2018,0.296,0.115,0,0.885,4
204,@CNN,The wife of top Trump aide Bill Shine had a radio show where she said women in the military should expect sexual ha… https://t.co/35H4ZORfrW,Wed Jul 11 21:46:51 +0000 2018,0.2023,0.076,0,0.924,5
205,@CNN,New York Mayor Bill de Blasio says allegations made by US Customs and Border Protection that he had crossed the US-… https://t.co/wx7nECfGKJ,Wed Jul 11 21:41:03 +0000 2018,0,0,0,1,6
206,@CNN,"Sen. Jeanne Shaheen said she wants ""a chance to listen"" to Supreme Court nominee Brett Kavanaugh before deciding wh… https://t.co/ZZBAsCrn9s",Wed Jul 11 21:36:46 +0000 2018,0.6808,0.237,0,0.763,7
207,@CNN,A New Jersey man who went into a river fishing for crabs returned with something else entirely: a deadly bacterial… https://t.co/nDwAt9vmq0,Wed Jul 11 21:31:06 +0000 2018,0,0,0,1,8
208,@CNN,"Drake's ""Scorpion"" album set a record by posting seven simultaneous singles on Billboard's Top 10. That toppled The… https://t.co/3OjpStr0n0",Wed Jul 11 21:31:00 +0000 2018,0.2023,0.096,0,0.904,9
209,@CNN,Some people with disabilities fear that a growing effort to ban plastic straws will limit their accessibility at re… https://t.co/x7SzLcZXEs,Wed Jul 11 21:26:08 +0000 2018,-0.7269,0.069,0.278,0.653,10
210,@CNN,Twitter is purging suspicious accounts from your follower count https://t.co/sBGa1gwhFE https://t.co/cFPL0wmThw,Wed Jul 11 21:22:08 +0000 2018,-0.3612,0,0.2,0.8,11
211,@CNN,Jubilant fans erupt in celebration in Zagreb as Croatia defeats England 2-1 to reach its first-ever #WorldCup final… https://t.co/XNE58QMs7V,Wed Jul 11 21:19:57 +0000 2018,0.4215,0.218,0.098,0.684,12
212,@CNN,"RT @TheLeadCNN: Fmr. NATO Supreme Allied Commander, Gen. Wesley Clark dismisses President Trump's claim that German is a 'captive of Russia…",Wed Jul 11 21:18:02 +0000 2018,0.5574,0.159,0,0.841,13
213,@CNN,How much does the US spend on defense? A lot! | Analysis by CNN's Z. Byron Wolf https://t.co/bsyS3YMiX9 https://t.co/B2GYuXt4Ai,Wed Jul 11 21:16:09 +0000 2018,0.2003,0.101,0,0.899,14
214,@CNN,Stop fighting about breastfeeding and face this reality | By Gayle Tzemach Lemmon via @CNNOpinion… https://t.co/p1pnOuHqky,Wed Jul 11 21:11:11 +0000 2018,-0.5719,0,0.266,0.734,15
215,@CNN,RT @TheLeadCNN: A Russian internet company with links to the Kremlin was among the firms to which Facebook gave an extension which allowed…,Wed Jul 11 21:09:14 +0000 2018,0,0,0,1,16
216,@CNN,Disney is already the king of the box office. And if the company's $71.3 billion deal for most of 21st Century Fox… https://t.co/VoP2oh4fNM,Wed Jul 11 21:06:07 +0000 2018,0,0,0,1,17
217,@CNN,"Sears is laying off 200 more people, including 150 in its Illinois headquarters https://t.co/fiYUDCOZqZ https://t.co/SuDCUlPJwp",Wed Jul 11 21:01:05 +0000 2018,0,0,0,1,18
218,@CNN,"RT @TheLeadCNN: ""Dad, where were you?"" Josue Rodriguez describes what it was like reuniting with his 3-year-old son after being separated f…",Wed Jul 11 20:58:18 +0000 2018,0.3612,0.106,0,0.894,19
219,@CNN,"Sen. Bob Menendez said he believes it would be ""enormously dangerous"" if President Trump were to meet alone with Ru… https://t.co/LPbXZXmLVT",Wed Jul 11 20:56:07 +0000 2018,-0.659,0,0.221,0.779,20
220,@CNN,"RT @CNNSitRoom: ""What do you think is going to happen?"" @KFILE breaks down the discovered audio of Darla, Bill Shine's wife. https://t.co/r…",Wed Jul 11 21:57:48 +0000 2018,0,0,0,1,21
221,@CNN,The Dow closed 219 points lower after the White House moved ahead with plans to launch tariffs on another $200 bill… https://t.co/Xwon5FozNv,Wed Jul 11 21:57:04 +0000 2018,-0.296,0,0.095,0.905,22
222,@CNN,Prosecutors says Paul Manafort is being held in a private living unit larger than where other inmates stay that has… https://t.co/1v9POdf6up,Wed Jul 11 21:55:10 +0000 2018,0,0,0,1,23
223,@CNN,A former Tesla employee has filed a formal tip with the Securities and Exchange Commission that alleges Elon Musk's… https://t.co/zSaw4Tm0l0,Wed Jul 11 21:51:03 +0000 2018,0.296,0.115,0,0.885,24
224,@CNN,The wife of top Trump aide Bill Shine had a radio show where she said women in the military should expect sexual ha… https://t.co/35H4ZORfrW,Wed Jul 11 21:46:51 +0000 2018,0.2023,0.076,0,0.924,25
225,@CNN,New York Mayor Bill de Blasio says allegations made by US Customs and Border Protection that he had crossed the US-… https://t.co/wx7nECfGKJ,Wed Jul 11 21:41:03 +0000 2018,0,0,0,1,26
226,@CNN,"Sen. Jeanne Shaheen said she wants ""a chance to listen"" to Supreme Court nominee Brett Kavanaugh before deciding wh… https://t.co/ZZBAsCrn9s",Wed Jul 11 21:36:46 +0000 2018,0.6808,0.237,0,0.763,27
227,@CNN,A New Jersey man who went into a river fishing for crabs returned with something else entirely: a deadly bacterial… https://t.co/nDwAt9vmq0,Wed Jul 11 21:31:06 +0000 2018,0,0,0,1,28
228,@CNN,"Drake's ""Scorpion"" album set a record by posting seven simultaneous singles on Billboard's Top 10. That toppled The… https://t.co/3OjpStr0n0",Wed Jul 11 21:31:00 +0000 2018,0.2023,0.096,0,0.904,29
229,@CNN,Some people with disabilities fear that a growing effort to ban plastic straws will limit their accessibility at re… https://t.co/x7SzLcZXEs,Wed Jul 11 21:26:08 +0000 2018,-0.7269,0.069,0.278,0.653,30
230,@CNN,Twitter is purging suspicious accounts from your follower count https://t.co/sBGa1gwhFE https://t.co/cFPL0wmThw,Wed Jul 11 21:22:08 +0000 2018,-0.3612,0,0.2,0.8,31
231,@CNN,Jubilant fans erupt in celebration in Zagreb as Croatia defeats England 2-1 to reach its first-ever #WorldCup final… https://t.co/XNE58QMs7V,Wed Jul 11 21:19:57 +0000 2018,0.4215,0.218,0.098,0.684,32
232,@CNN,"RT @TheLeadCNN: Fmr. NATO Supreme Allied Commander, Gen. Wesley Clark dismisses President Trump's claim that German is a 'captive of Russia…",Wed Jul 11 21:18:02 +0000 2018,0.5574,0.159,0,0.841,33
233,@CNN,How much does the US spend on defense? A lot! | Analysis by CNN's Z. Byron Wolf https://t.co/bsyS3YMiX9 https://t.co/B2GYuXt4Ai,Wed Jul 11 21:16:09 +0000 2018,0.2003,0.101,0,0.899,34
234,@CNN,Stop fighting about breastfeeding and face this reality | By Gayle Tzemach Lemmon via @CNNOpinion… https://t.co/p1pnOuHqky,Wed Jul 11 21:11:11 +0000 2018,-0.5719,0,0.266,0.734,35
235,@CNN,RT @TheLeadCNN: A Russian internet company with links to the Kremlin was among the firms to which Facebook gave an extension which allowed…,Wed Jul 11 21:09:14 +0000 2018,0,0,0,1,36
236,@CNN,Disney is already the king of the box office. And if the company's $71.3 billion deal for most of 21st Century Fox… https://t.co/VoP2oh4fNM,Wed Jul 11 21:06:07 +0000 2018,0,0,0,1,37
237,@CNN,"Sears is laying off 200 more people, including 150 in its Illinois headquarters https://t.co/fiYUDCOZqZ https://t.co/SuDCUlPJwp",Wed Jul 11 21:01:05 +0000 2018,0,0,0,1,38
238,@CNN,"RT @TheLeadCNN: ""Dad, where were you?"" Josue Rodriguez describes what it was like reuniting with his 3-year-old son after being separated f…",Wed Jul 11 20:58:18 +0000 2018,0.3612,0.106,0,0.894,39
239,@CNN,"Sen. Bob Menendez said he believes it would be ""enormously dangerous"" if President Trump were to meet alone with Ru… https://t.co/LPbXZXmLVT",Wed Jul 11 20:56:07 +0000 2018,-0.659,0,0.221,0.779,40
240,@CNN,Allies wonder if the West can withstand the Trump presidency | Analysis by @stcollinson https://t.co/Op5XKyqpm5 https://t.co/cWi16VoXrH,Wed Jul 11 20:51:21 +0000 2018,0,0,0,1,41
241,@CNN,"Fans cheer as Croatia's win against England puts it through to its first ever #WorldCup final, where it will face F… https://t.co/M1JCEWrIFg",Wed Jul 11 20:48:28 +0000 2018,0.7964,0.262,0,0.738,42
242,@CNN,"Blood pressure linked to lesions, signs of Alzheimer's in autopsied brains, new study finds https://t.co/PjHIh5ye7C https://t.co/OsHsLU8im9",Wed Jul 11 20:41:03 +0000 2018,-0.296,0,0.128,0.872,43
243,@CNN,Croatia beats England to reach their first ever #WorldCup final. They'll face 1998 champion France on Sunday.… https://t.co/Fc6Knoq6zi,Wed Jul 11 20:39:46 +0000 2018,0.6124,0.238,0,0.762,44
244,@CNN,Republicans on Capitol Hill say they're considering holding former FBI lawyer Lisa Page in contempt after she did n… https://t.co/zvKNwLPBNQ,Wed Jul 11 20:36:03 +0000 2018,-0.5859,0,0.167,0.833,45
245,@CNN,"""All I ask today is for my parents to be freed immediately."" With a call to #FreeTheSilvas, the daughter of a coupl… https://t.co/ohgVCBUuz3",Wed Jul 11 20:29:59 +0000 2018,0.4019,0.124,0,0.876,46
246,@CNN,The Senate confirmed Brian Benczkowski to lead the Justice Department's criminal division on a near party-line vote… https://t.co/Qf3SoOaWAj,Wed Jul 11 20:23:36 +0000 2018,0,0.156,0.156,0.688,47
247,@CNN,"Sen. Bob Corker bluntly warned that US influence around the world is ""diminishing"" and said he believes President T… https://t.co/zja8LANHbv",Wed Jul 11 20:21:19 +0000 2018,-0.2732,0,0.1,0.9,48
248,@CNN,"RT @TheLeadCNN: President Trump came out brawling in his first public comments ahead of NATO's annual summit, accusing Germany — a close US…",Wed Jul 11 20:16:03 +0000 2018,-0.1779,0,0.078,0.922,49
249,@CNN,America is falling far behind on key world goals | By Jeffrey Sachs via @CNNOpinion https://t.co/favnT0yWQD https://t.co/BKKpli9ooQ,Wed Jul 11 20:14:35 +0000 2018,-0.1531,0,0.096,0.904,50
250,@CNN,"""Little People, Big World"" star Jeremy Roloff has announced that he and his wife Audrey are leaving the reality sho… https://t.co/0NDWqheOm9",Wed Jul 11 20:13:57 +0000 2018,0,0,0,1,51
251,@CNN,"RT @CNNnewsroom: After President Trump said his meeting with Russian President Putin may be the “easiest” one, Senator Menendez says, “Some…",Wed Jul 11 20:12:30 +0000 2018,0,0,0,1,52
252,@CNN,Trade war? Here's what investors should really be worried about https://t.co/94PnTJZye6 https://t.co/XRSxAIIeol,Wed Jul 11 20:11:21 +0000 2018,-0.749,0,0.389,0.611,53
253,@CNN,"RT @CNNMoney: Dow sinks 219 points, or 0.9%, on trade war worries. S&amp;P 500 loses 0.7%, snapping four-day win streak. US oil plunges by 5%,…",Wed Jul 11 20:09:22 +0000 2018,-0.6369,0.112,0.266,0.621,54
254,@CNN,"The Duke and Duchess of Sussex were greeted by fans in Dublin Ireland, during their first official international vi… https://t.co/mN7oF2xDyB",Wed Jul 11 20:07:01 +0000 2018,0.2732,0.1,0,0.9,55
255,@CNN,"Parkland, Florida, parents and students filed suit against Broward County, the sheriff, his deputies and the school… https://t.co/J5WaFMLXaW",Wed Jul 11 20:01:53 +0000 2018,0,0,0,1,56
256,@CNN,Violent protests in Uganda have forced the government to review a controversial tax imposed on social media use in… https://t.co/9HqEv3EyHu,Wed Jul 11 19:57:04 +0000 2018,-0.872,0,0.459,0.541,57
257,@CNN,"In his first public appearance since taking over as the acting head of the Environmental Protection Agency, Andrew… https://t.co/fn8bcSpa9c",Wed Jul 11 19:49:53 +0000 2018,0,0,0,1,58
258,@CNN,"Tickets for Sean Spicer's book launch party go for as much as $1,000 https://t.co/nkQJEv8CZR https://t.co/HMfbsaK9F4",Wed Jul 11 19:37:09 +0000 2018,0.4019,0.162,0,0.838,59
259,@CNN,Papa John's founder John Schnatter apologizes for using the N-word on a conference call in May… https://t.co/fvZe1ZrIiz,Wed Jul 11 19:36:07 +0000 2018,0.3612,0.143,0,0.857,60
260,@CNN,Remarkable video shows the rescue operation to bring members of the young soccer team out of Thailand's Tham Luang… https://t.co/5aUZ4eEm7P,Wed Jul 11 19:31:34 +0000 2018,0.7845,0.277,0,0.723,61
261,@CNN,The British Association of Sexual Health and HIV has published new treatment guidelines in an attempt to prevent th… https://t.co/B4eLkamG9q,Wed Jul 11 19:25:46 +0000 2018,0.0258,0.055,0,0.945,62
262,@CNN,"The Senate took a bipartisan swipe at President Donald Trump, overwhelmingly approving a motion of support for NATO… https://t.co/IvbEfJqAMT",Wed Jul 11 19:24:57 +0000 2018,0.296,0.141,0.078,0.781,63
263,@CNN,"In an experiment, Australian scientists have successfully wiped out more than 80% of disease-carrying mosquitoes in… https://t.co/G1nvRoFav6",Wed Jul 11 19:14:19 +0000 2018,0.4939,0.167,0,0.833,64
264,@CNN,Trump's policies boost the for-profit detention business. But the migrants at this facility say they feel coerced i… https://t.co/4zosU6Cyuh,Wed Jul 11 19:02:26 +0000 2018,-0.4854,0.081,0.219,0.7,65
265,@CNN,"Listen to Maggie Gyllenhaal and over 30 other Hollywood stars read an affidavit from a mother, known as Mirian, who… https://t.co/IbCLwQQ5wm",Wed Jul 11 18:56:45 +0000 2018,0,0,0,1,66
266,@CNN,These grandparents went to visit their soldier son-in-law at an Army base on July 4 and were turned over to ICE… https://t.co/QSc1qfuJlH,Wed Jul 11 18:50:02 +0000 2018,0,0,0,1,67
